indev,Date,fall,thermap_presence,daysBack,lat,lon,mig_ang,datetime_utc,datetime,t2m,sst,blh,cbh,cape,cin,msshf,tcc,msl,u850,u925,v850,v925,t850,t925,sstdiff,windDir850,windSpeed850,windDir925,windSpeed925,GPCC,time_point,tw,sw
170541,2018-10-23,1,0,0,36.6908340454102,35.588451385498,-1.42698271470989,2018-10-23 04:06:18,2018-10-23 04:00:00,21.4945542638015,NaN,251.936589792964,3102.98613196156,525.751880731845,452.214973555578,10.2090857075348,0.626768193124075,1014.50011169945,-2.25922727704898,-5.70639114062054,2.95553276487296,-1.41871614031096,15.2279583484016,19.0214610901247,NaN,322.605483199204,3.72011852144522,256.038262307054,5.88010674533477,0.02,1,0.586239420130286,5.840019983257
170541,2018-10-23,1,0,-1,36.6908340454102,35.588451385498,-1.42698271470989,2018-10-22 04:06:18,2018-10-22 04:00:00,20.5543860861891,NaN,233.057631231032,915.922551930204,709.998199380464,25.8495756774927,-1.06895226346481,0.887323943661972,1015.34874085384,-2.24791160933806,-4.5460208517191,1.90222138770451,0.0729900273548669,11.1137160468578,16.0700302872143,NaN,310.238472412229,2.94475004223402,270.919850864407,4.54660677080811,0.03,1,-0.72376491597295,4.50026487310068
170541,2018-10-23,1,0,-2,36.6908340454102,35.588451385498,-1.42698271470989,2018-10-21 04:06:18,2018-10-21 04:00:00,21.5644390063882,NaN,203.745563990139,1660.838604926,342.001648024659,200.06716801757,3.33983651888053,0.415805777242,1011.69904791288,-0.333506372063607,-1.83951887468037,-1.2189167446418,-1.28874954312811,12.6296544875739,17.8231279464297,NaN,195.302120335059,1.26371853297133,234.985277298923,2.24604209115018,1.55,1,1.01180842498776,1.98777258705147
170541,2018-10-23,1,0,-3,36.6908340454102,35.588451385498,-1.42698271470989,2018-10-20 04:06:18,2018-10-20 04:00:00,22.9544902144028,NaN,102.643772744005,3460.41314987549,554.921734088169,NaN,12.2576138286245,0.983031449803916,1012.95058705156,-1.86935108955461,-4.15100117890159,1.03804050643646,1.92937858711585,16.3124132770462,22.4012411423071,NaN,299.043176129953,2.13822393331987,294.928928290228,4.57747883880019,8.15,1,-2.50437571262006,3.87357773296553
170581,2018-10-26,1,1,1,37.1995468139648,33.5239067077637,-1.07153495114324,2018-10-27 05:30:04,2018-10-27 06:00:00,3.99279404223222,NaN,61.076942927823,NaN,-4.54747350886464e-13,NaN,-13.7497866652106,0,1027.09524568729,-2.03085652870135,0.238449195870082,-1.53122453787223,-0.174334467284135,3.35014709237021,6.79052289201059,NaN,232.984449146764,2.54342816402409,126.17120481002,0.295381999272691,0,1,0.267218620504319,0.214479461032815
170581,2018-10-26,1,1,0,37.1995468139648,33.5239067077637,-1.07153495114324,2018-10-26 05:30:04,2018-10-26 06:00:00,2.3199280165619,NaN,746.681227545335,315.926154109488,0.992171882867751,NaN,-21.6210333043979,0.610043794729373,1018.77935149085,1.26200277517587,1.17970701000556,-9.95189615534602,-6.23135983599225,-0.793348328636057,3.99371572054469,NaN,172.772880607559,10.0315944939647,169.279765810044,6.34204651788944,0,1,6.03555468117151,0.381935863960029
170581,2018-10-26,1,1,-1,37.1995468139648,33.5239067077637,-1.07153495114324,2018-10-25 05:30:04,2018-10-25 06:00:00,12.9959143957909,NaN,821.534642194397,296.023025501751,47.0289472479512,NaN,-18.8488403579232,0.772832008301161,999.459817744495,0.0213941152333763,-0.392142104747456,10.0367725113802,6.35309239122757,10.7135751627818,15.3982532938438,NaN,0.122129962734418,10.0367953129156,356.46792186885,6.36518329365223,11.21,1,-5.76536000374808,0.414701481735827
170581,2018-10-26,1,1,-2,37.1995468139648,33.5239067077637,-1.07153495114324,2018-10-24 05:30:04,2018-10-24 06:00:00,14.565045256684,NaN,150.669193647164,1882.26091068707,33.1385408877968,180.000939242305,-10.96646041373,0.338562251079609,1010.17218695161,0.949278867528678,-0.0557581646137939,5.09513211849508,1.74800729104725,14.1414139112239,18.5649034756568,NaN,10.5538269352382,5.18280828058078,358.172991237102,1.74889635555554,4.72,1,-1.56133503258447,0.165820131658877
170581,2018-10-26,1,1,-3,37.1995468139648,33.5239067077637,-1.07153495114324,2018-10-23 05:30:04,2018-10-23 06:00:00,13.5233258125003,NaN,82.4399749847453,2530.14921172015,-4.54747350886464e-13,NaN,-11.3895260039551,0.810950208292005,1017.11902659729,-0.46620829340074,-0.288243701219934,2.58115137298804,0.762588912407144,13.0256163545838,17.0259804410773,NaN,349.761605710826,2.6229168082716,339.294387900212,0.815246147258162,0.6,1,-0.807509106649656,0.189457237433922
170581,2019-11-02,1,1,1,36.6298828125,35.2225456237793,-1.82069904689684,2019-11-03 06:28:39,2019-11-03 06:00:00,16.0044235299578,NaN,195.772795678625,1489.70147298095,0,NaN,-9.62456695615782,0.0911906978163673,1019.577228734,-2.17517352418887,-3.76708914895155,0.709589605450898,0.301093825012154,8.17245765155042,14.4677577800401,NaN,288.067468938626,2.28798978767305,274.569790792369,3.77910282310617,0,1,0.639896903945877,3.69873495783344
170581,2019-11-02,1,1,0,36.6298828125,35.2225456237793,-1.82069904689684,2019-11-02 06:28:39,2019-11-02 06:00:00,18.624992040972,NaN,471.743760712661,2486.00851781566,2.21811911556006,NaN,-4.55286552984873,0.0953107594646972,1014.28905964361,-2.59347129897334,-5.91059432647408,-4.17252986755972,-6.79999059125552,9.28693205233128,13.6674753911332,NaN,211.863367959605,4.91285038183297,220.997373205192,9.00971682869729,0,1,8.0505063023018,6.72333666428602
170581,2019-11-02,1,1,-1,36.6298828125,35.2225456237793,-1.82069904689684,2019-11-01 06:28:39,2019-11-01 06:00:00,18.8421784089442,NaN,254.365020130616,324.579619065567,466.962293806174,17.3192527224944,-8.45743901286494,0.746127905024949,1014.03758916309,3.52603008498506,1.08884952672006,2.72926413155216,1.41850825354241,9.97739048571998,13.9759374575019,NaN,52.2589415732832,4.45889794231679,37.5099100612279,1.78822788178868,13.65,1,-1.6437274528962,1.25954909433674
170581,2019-11-02,1,1,-2,36.6298828125,35.2225456237793,-1.82069904689684,2019-10-31 06:28:39,2019-10-31 06:00:00,19.288678302491,NaN,157.664031807412,630.444083802269,660.903056475363,71.459084056572,-26.7070759443536,0.142645689957731,1017.12083592427,3.30062610271778,1.2730739353039,0.638201993335389,0.369506953289517,11.4700412898506,15.4647682979623,NaN,79.0564600657097,3.36176061822362,73.8147435322352,1.32561405894757,0.13,1,-0.672872304390889,1.3095903409725
170581,2019-11-02,1,1,-3,36.6298828125,35.2225456237793,-1.82069904689684,2019-10-30 06:28:39,2019-10-30 06:00:00,19.2467844853187,NaN,193.311604678609,585.293614154657,89.0140845070423,139.561132321507,-33.0732283623148,0.232752964155464,1017.08074642737,1.32617391189571,0.625037486285461,-0.423688736882801,0.498401252942518,11.4671763170979,14.8831788291744,NaN,107.717746906645,1.39221025364494,51.4313456908708,0.79942208388105,0,1,-0.637496992636516,0.683065849657328
170581,2020-11-12,1,1,1,36.6984748840332,35.5868148803711,-1.42815628444921,2020-11-13 03:38:17,2020-11-13 04:00:00,14.047849848043,NaN,89.7562627500142,NaN,-9.09494701772928e-13,NaN,6.07519427309643,0,1022.07509027894,1.49136648573494,-0.9022169667467,0.109377836007062,-1.00993337970737,9.52078999375902,15.7777812187117,NaN,85.8053983846702,1.49537202922316,221.775787051726,1.35423812032182,0,1,0.871420333141951,1.02272947292402
170581,2020-11-12,1,1,0,36.6984748840332,35.5868148803711,-1.42815628444921,2020-11-12 03:38:17,2020-11-12 04:00:00,15.6707986991831,NaN,116.510488284334,NaN,-9.09494701772928e-13,NaN,6.44474589838683,0.0053713396304152,1020.04974427006,0.806860665153166,-2.77968740434879,-1.26036293186138,-3.81147789141286,10.0915161610137,16.3523249523026,NaN,147.373391973469,1.49650888837375,216.103041416051,4.71741727883217,0,1,3.37761750821969,3.23952370465881
170581,2020-11-12,1,1,-1,36.6984748840332,35.5868148803711,-1.42815628444921,2020-11-11 03:38:17,2020-11-11 04:00:00,16.8115948971476,NaN,101.917274356523,31.3766050237609,148.581458959608,328.59788349758,-0.0728009476439979,0.0353714922252911,1017.04739552973,-2.81467811722198,-1.67638648906603,-2.92844151403503,-1.7383567292336,10.802537891122,16.918279161637,NaN,223.865196864695,4.06179549025946,223.960319042059,2.41498566844502,0,1,1.48239243058831,1.88282801288347
170581,2020-11-12,1,1,-2,36.6984748840332,35.5868148803711,-1.42815628444921,2020-11-10 03:38:17,2020-11-10 04:00:00,16.7054445782787,NaN,99.9354798724994,NaN,87.5677902736015,NaN,8.76284245702664,0.0469381838157875,1016.42225888102,-3.14490296996271,-4.53906418600387,0.0386042669200592,-2.0040298193448,11.8227824944585,17.3258043680212,NaN,270.703280992234,3.14513989830416,246.17819318971,4.9617778266954,0,1,1.33841817550685,4.75611591989255
170581,2020-11-12,1,1,-3,36.6984748840332,35.5868148803711,-1.42815628444921,2020-11-09 03:38:17,2020-11-09 04:00:00,17.4740752004499,NaN,167.586737031671,2621.13736810551,-9.09494701772928e-13,NaN,18.0464272256857,0.404513756428059,1019.29401814735,-4.86819557896731,-6.76862867189243,3.26805666556696,-1.33875826992698,11.5880021647852,17.3725695556391,NaN,303.87376192036,5.86340537268519,258.811944287884,6.89975418426354,0,1,0.3629551904942,6.88360855869348
170591,2018-10-27,1,1,1,36.667781829834,35.594123840332,-1.34440278091649,2018-10-28 06:01:27,2018-10-28 06:00:00,16.8788854057672,NaN,148.764737301005,NaN,-4.54747350886464e-13,NaN,-19.6393050133437,0,1026.33895007096,-4.27341612959244,-2.80546541836694,-0.60012055805481,-0.25580606551816,11.2944585349652,14.6627462902159,NaN,262.006165250865,4.31534820157781,264.790101227749,2.81710364679908,0,1,-0.380449105065868,2.81528704762
170591,2018-10-27,1,1,0,36.667781829834,35.594123840332,-1.34440278091649,2018-10-27 06:01:27,2018-10-27 06:00:00,15.5674545331627,NaN,250.363343246136,NaN,-4.54747350886464e-13,NaN,-33.0883374604982,0,1023.4128163101,-3.72512059414521,-3.00194655771107,-2.98995410625286,-5.83952024448575,7.93243930531361,11.5211702107994,NaN,231.24786014299,4.77664620821169,207.20652563909,6.56594850886848,0,1,5.01667820740119,3.71655320506857
170591,2018-10-27,1,1,-1,36.667781829834,35.594123840332,-1.34440278091649,2018-10-26 06:01:27,2018-10-26 06:00:00,17.1693438671434,NaN,1436.83964690366,1741.07309212594,-4.54747350886464e-13,NaN,-36.2613293871861,0.673279111287443,1007.52976897136,-3.63459525245787,-0.130853050331706,-17.457952092645,-15.2252423410411,4.23191969331054,9.87045846970261,NaN,191.760494068575,17.8322845961553,180.492415343134,15.2258046376608,0.04,1,14.807356566225,2.05585954032992
170591,2018-10-27,1,1,-2,36.667781829834,35.594123840332,-1.34440278091649,2018-10-25 06:01:27,2018-10-25 06:00:00,19.4941035072558,NaN,764.069742010272,202.105137383996,1123.03935421849,3.63175887385319,-26.4640209819742,0.906306746219462,1002.04263862291,10.501759809673,9.01220646009029,12.4013886601249,11.2297494855213,11.7280315555698,15.2655695019962,NaN,40.2586363066475,16.2505815218883,38.748074816364,14.3988589404459,24.27,1,-8.92027055868237,10.3604139463978
170591,2018-10-27,1,1,-3,36.667781829834,35.594123840332,-1.34440278091649,2018-10-24 06:01:27,2018-10-24 06:00:00,22.8540308969344,NaN,313.54161246874,5798.20146425918,791.257076587368,290.403346230171,-17.7800430773546,0.949277463262784,1009.12462099248,-0.113365200233014,-2.62132864379836,6.0795805971562,3.33961315654765,14.5540918464981,19.4633921448614,NaN,358.931736367944,6.08063745884772,321.87092793208,4.24551291296869,22.19,1,-3.84278914334608,2.17779382924643
170591,2019-10-18,1,0,1,36.6021194458008,35.2660865783691,-0.727393159265792,2019-10-19 07:18:55,2019-10-19 07:00:00,25.0567954457921,NaN,500.960479680592,602.07520464315,2797.04820472129,68.0104927709177,-26.0386299404677,0.580318312911052,1016.08670912937,1.40203102131259,0.771333340160861,-1.35767666206071,0.86624575425993,14.2528848235913,18.7031424993744,NaN,134.079214505651,1.95166003787215,41.6829060442173,1.15988655842589,0.18,1,0.000128507317288285,0.874720262460842
170591,2019-10-18,1,0,0,36.6021194458008,35.2660865783691,-0.727393159265792,2019-10-18 07:18:55,2019-10-18 07:00:00,25.9398730130292,NaN,312.719064808411,2262.05419712993,712.401995940976,NaN,-20.4045850505721,0.68908794042696,1016.82654257206,-1.91075731422148,-1.59432480065394,0.396277307832832,-1.10484553581828,14.5059574167421,20.0095700745828,NaN,281.716632228215,1.9514172333343,235.278563948074,1.93973071017547,0.02,1,-0.456178381967436,1.72128374877431
170591,2019-10-18,1,0,-1,36.6021194458008,35.2660865783691,-0.727393159265792,2019-10-17 07:18:55,2019-10-17 07:00:00,25.5242422479251,NaN,433.238030551123,2444.65388411187,3258.12766087315,174.443785768435,-13.0728995158868,0.545252010437489,1017.31126103452,-3.2230853071334,-2.42875300423956,2.37926653326363,1.00703798926552,15.9489486931602,21.2577432038207,NaN,306.434570463747,4.00614379838861,292.520446045077,2.62925211180416,0.9,1,-2.48366516807446,2.28184598507789
170591,2019-10-18,1,0,-2,36.6021194458008,35.2660865783691,-0.727393159265792,2019-10-16 07:18:55,2019-10-16 07:00:00,27.5141985636091,NaN,234.278525840164,6298.22649045168,755.703538675171,NaN,-21.7202565502841,0.0287183556376177,1014.69542136214,-3.45932601931738,-6.52937160471744,0.414124210861709,-1.52523925160961,18.6649428626724,24.5113972599135,NaN,276.826528361052,3.48402574186071,256.851671263159,6.70515088026668,3.94,1,-3.86268541225802,6.66986430234771
170591,2019-10-18,1,0,-3,36.6021194458008,35.2660865783691,-0.727393159265792,2019-10-15 07:18:55,2019-10-15 07:00:00,28.2914391190424,NaN,191.088593452789,8717.17289086448,465.515694382982,NaN,-10.2081309278043,0.855401095631209,1015.65392478789,-1.83923489677128,-3.15264656267487,-0.148053234547921,-0.484169908258441,21.6215947434072,27.1681819925377,NaN,265.397774326977,1.84518420916757,261.268975832052,3.18960825952164,0.21,1,-2.03280757338313,3.1885679566288
170761,2019-10-26,1,1,1,36.6072807312012,35.2627105712891,-1.3301741812972,2019-10-27 06:18:41,2019-10-27 06:00:00,22.703024402033,NaN,263.257065033899,2865.39233135909,531.480628080509,NaN,-27.3649116942096,0.449803915584515,1013.53282595219,-3.05728333940795,-3.3585444310921,0.686785229358444,-2.92522964476375,12.5062064353924,18.7308372359833,NaN,282.660697660194,3.13347337130641,228.944742076099,4.45385104939808,8.87,1,2.04058919834422,3.70161606895309
170761,2019-10-26,1,1,0,36.6072807312012,35.2627105712891,-1.3301741812972,2019-10-26 06:18:41,2019-10-26 06:00:00,23.4912896461959,NaN,226.339200033661,NaN,515.857354310042,NaN,-13.8262275520122,0.011139425938077,1013.79522993187,-2.75818959370713,-2.73651613387373,-0.604140756397003,-1.75130002330872,13.5652913629553,19.4375305149703,NaN,257.645316201115,2.82357856068752,237.381801177074,3.24893402866115,0,1,1.04871423664871,2.9360780279469
170761,2019-10-26,1,1,-1,36.6072807312012,35.2627105712891,-1.3301741812972,2019-10-25 06:18:41,2019-10-25 06:00:00,23.3435588172199,NaN,307.320323259989,1826.73174862485,371.100972029359,352.076755486585,-18.6326726275729,0.220148627409092,1012.95517274694,-6.40691655665877,-6.69842459141791,0.714547078514475,-0.979917214616139,13.0266764854571,18.9371152741741,NaN,276.363754332179,6.44663922454188,261.677197302114,6.76972154186664,0.36,1,-0.6445950557203,6.76857357714257
170761,2019-10-26,1,1,-2,36.6072807312012,35.2627105712891,-1.3301741812972,2019-10-24 06:18:41,2019-10-24 06:00:00,23.7635994578158,NaN,651.013737423493,1955.79017071493,281.218927868402,NaN,-15.1206785436643,1,1012.54152202898,-11.1783287389802,-11.1252287623883,-0.453433575264263,-3.3277764575262,13.7152249370107,19.7202078265651,NaN,267.677148733989,11.1875214146784,253.347033417192,11.612269854199,0.48,1,0.580684178534928,11.45682725243
170761,2019-10-26,1,1,-3,36.6072807312012,35.2627105712891,-1.3301741812972,2019-10-23 06:18:41,2019-10-23 06:00:00,23.4438834846588,NaN,437.842839518894,NaN,467.830253460089,NaN,-26.0810709565875,0.224207651107076,1013.99567741634,-5.80547804628213,-6.72876743518466,-0.124257363842751,-1.64421860513546,12.6246253091686,18.1950873312377,NaN,268.773858826486,5.80680766328048,256.268482144096,6.92674281450344,0,1,-0.00666316270791549,6.8827095929515
170771,2018-10-24,1,0,1,36.6276321411133,35.238842010498,-1.93849607477446,2018-10-25 06:11:29,2018-10-25 06:00:00,19.2385874171729,NaN,755.789497026969,142.188427304457,988.004760960127,0.412006576072997,-8.58393314246257,0.831397921657791,1001.82019873575,10.482214565445,9.65719951961263,11.1987126861941,8.15128695224996,11.5159464394668,15.1193039046838,NaN,43.1072127205704,15.3390999743776,49.8335187805692,12.6374436315074,24.27,1,-11.0779003528768,10.6107866024438
170771,2018-10-24,1,0,0,36.6276321411133,35.238842010498,-1.93849607477446,2018-10-24 06:11:29,2018-10-24 06:00:00,22.8638584388606,NaN,340.783618463808,4613.75798784254,766.155127950803,216.608454703796,-17.00071172694,0.819190331588665,1009.18253930272,-1.35911734549866,-3.38976535107618,4.99911202057641,2.93031536541958,14.2720081945386,19.2230986635624,NaN,344.790515368134,5.18057148904509,310.842091399956,4.48076525564224,22.19,1,-1.51592479671763,2.9918348740778
170771,2018-10-24,1,0,-1,36.6276321411133,35.238842010498,-1.93849607477446,2018-10-23 06:11:29,2018-10-23 06:00:00,23.8957503411181,NaN,414.229391465708,3186.53780726278,147.635176170784,531.488021835048,-29.9153455338102,0.100834693970976,1015.09356453047,-2.94125343089796,-7.229891493336,1.56954569491557,-2.68055601295936,15.3794477170466,18.5460978988594,NaN,298.085788996514,3.3338334441296,249.657224374922,7.71081782588753,0.02,1,5.10030705774997,7.51090873273162
170771,2018-10-24,1,0,-2,36.6276321411133,35.238842010498,-1.93849607477446,2018-10-22 06:11:29,2018-10-22 06:00:00,19.863182304042,NaN,337.140310671155,806.040696074993,562.164588833107,0.74771534645771,-13.8833863252817,0.768193124074894,1016.92848375055,-3.60887782584214,-4.97704492179863,2.10299068335264,0.395966720354034,11.0990894871265,15.3679554201149,NaN,300.230511663285,4.17690902176754,274.548790785746,4.99277135439121,0.03,1,1.41959879503025,4.88696820233508
170771,2018-10-24,1,0,-3,36.6276321411133,35.238842010498,-1.93849607477446,2018-10-21 06:11:29,2018-10-21 06:00:00,22.5515609954261,NaN,527.337537937631,2245.28568352192,497.474982070102,170.26538490115,-34.9364660914813,0.0526452321731036,1012.5778953161,-2.65630434399575,-5.3103427707384,-1.48272953892341,-0.98032134981359,12.2921988594889,17.1795593182553,NaN,240.830066619174,3.04211105213578,259.540608669626,5.40007132282843,1.55,1,2.82370174899829,5.39169463870459
170791,2020-10-22,1,0,1,36.6272010803223,35.2197685241699,-0.93033011882992,2020-10-23 06:08:21,2020-10-23 06:00:00,23.7164813016439,NaN,188.485660681376,NaN,-9.09494701772928e-13,NaN,-24.49680381911,0.0323195947080097,1017.30494699235,-4.02513809067889,-6.53681519910755,3.62410215928157,-2.35572001650022,18.7993849737758,23.6553293533608,NaN,311.998832933182,5.41625822039011,250.181986880888,6.94833575350409,0,1,-2.01734325917,6.78230743576711
170791,2020-10-22,1,0,0,36.6272010803223,35.2197685241699,-0.93033011882992,2020-10-22 06:08:21,2020-10-22 06:00:00,24.1538717721639,NaN,185.963376792618,NaN,2592.16875467322,604.06221854334,-25.4374806834856,0.0146185891077777,1018.53224621565,-0.00776686892578504,-0.746945678371921,-0.365349488945753,-1.24294174562458,15.5744958113116,20.9209974650922,NaN,181.217852502661,0.365432036534611,211.003757002891,1.45011448839558,0,1,0.550260315669826,0.898182170708306
170791,2020-10-22,1,0,-1,36.6272010803223,35.2197685241699,-0.93033011882992,2020-10-21 06:08:21,2020-10-21 06:00:00,24.0605106483395,NaN,222.35633004469,10288.0501852373,49.0541788106748,NaN,-33.433234030678,0.251308501060534,1016.49843607419,-0.692272689507561,-2.2843501252377,-0.224891174911549,-4.04884155388927,16.8581524918426,21.9603299001095,NaN,252.003133535817,0.727885648430527,209.431623851077,4.64880343993742,0.09,1,1.88137346370971,2.77819344284982
170791,2020-10-22,1,0,-2,36.6272010803223,35.2197685241699,-0.93033011882992,2020-10-20 06:08:21,2020-10-20 06:00:00,23.5578952830927,NaN,178.306443558891,1338.71574584822,1976.15367448461,229.624823609102,-32.3021820866074,0.138434071383883,1017.29648285978,3.55363162569857,-1.02577792158015,1.2918408518299,0.622214005852878,15.5974012093286,19.5056347459639,NaN,70.0224306795756,3.78115729871446,301.240065852459,1.19973772695568,0,1,-1.11187534018059,0.938824177979943
170791,2020-10-22,1,0,-3,36.6272010803223,35.2197685241699,-0.93033011882992,2020-10-19 06:08:21,2020-10-19 06:00:00,23.6921818310594,NaN,297.394275735223,375.861299214958,2524.46587978576,181.603204819549,-40.8018694682867,0.26058626951307,1016.81523646483,1.24205765651346,-1.09138550821738,-0.0626563780813436,0.255280270740266,15.7634653449512,19.0933375816595,NaN,92.8878735706484,1.2436370225343,283.165068489853,1.12084358595486,0.05,1,-0.856866621418269,1.0503233519517
170821,2018-10-27,1,1,1,36.678092956543,35.2143783569336,-1.62513345439401,2018-10-28 02:19:44,2018-10-28 02:00:00,12.6049966169463,NaN,97.5100208543572,NaN,-4.54747350886464e-13,NaN,17.9578659916569,0,1025.16211715853,-3.49777854286222,-3.12127541720803,-1.28293014325425,-1.13938494636573,10.5328326746744,14.2323075324109,NaN,249.857757262148,3.72563611848738,249.945983469506,3.32273355628645,0,1,1.30722102417916,3.24033632717449
170821,2018-10-27,1,1,0,36.678092956543,35.2143783569336,-1.62513345439401,2018-10-27 02:19:44,2018-10-27 02:00:00,13.1607987103315,NaN,177.083175143902,NaN,-4.54747350886464e-13,NaN,18.0691990417161,0.0414752872598538,1021.46122107373,-2.43307708097127,-0.0259259497395548,-4.83082426635021,-3.68149279126308,6.96917587158498,11.4992303712025,NaN,206.732417367534,5.40894880492557,180.403483866166,3.68158407849012,0,1,3.67746732998623,0.491442120535733
